1,KIGH TEMPERATURE STERILIZER КН-Збов retpeRоTurs Control REDUCE TeIMferetureiлмs RAetu TIME SeTINGs RESET KEY
1,"Продаю аквариумных рыбок собственного разведения, изготовление аквариумов по вашим размерам! Тел 8-953-692-62-09"
1,Добрый вечер дорогие Малмыжани!!! Не надоел ли вам телевизор и компьютер с Ютубом и Тик- Током? Есть хорошая альтернатива морального расслабления!!! Преглошаю всех на свою мини разводню аквариумных рыб.Тел 8-953-692-62-09
1,"195 лет назад 
 
 В 1826 году в Вятских Полянах на месте прежней деревянной церкви тщанием прихожан была построена каменная Никольская церковь. В 1894 году на средства купца Алексея Ивановича Зайцева был расширен теплый храм и построена новая каменная колокольня. 
 Престолов в церкви три: 
- в правом теплом приделе – во имя Св. и Чудотворца Николая, в левом – во имя Св. Пророка Божия Ильи; 
- в настоящем холодном храме – в честь Богоявления Господня. 
 Причт церкви: два священника, дьякон и два псаломщика. 
В 1899 году при церкви имелось пять домов, в которых проживал причт церкви. Три построены на средства церкви, один на средства церковного старосты А.И. Зайцева и один на добровольные пожертвования прихожан. 
 При церкви имелись два амбара: один для хранения хлеба, а другой – особый причтовый, пожертвованный мещанской вдовою Татьяной Герасимовной Зюниной. Кроме этого, на базарной площади церкви принадлежали весы, которые ежегодно приносили доход до 300 рублей. 
 В 1930 году храм был закрыт. 
В конце 1987 года верующим было возвращено полуразрушенное заброшенное здание церкви. Вид храма был плачевный: без окон, дверей, решеток и пола, отсутствовали купола. 
 12 января 1988 года церковь приобрела статус собора. 
Благодаря работе многих горожан, помощи различных предприятий и учреждений, храм возродился. 
 В это нелегкое для собора время настоятелем был назначен протоиерей Алексий Сухих. 
 
65 лет со дня рождения 
 Сухих Алексея Алексеевича (29.02.1956 – 24.10. 2010 гг.) - протоиерея, клирика Вятской епархии, краеведа. Он автор двадцати книг и многочисленных публикаций по истории православия в Вятском крае. 
 Родился в городе Котельниче в рабочей семье. 
Учился в 8-летней школе. После окончания 8-ми классов работал на трикотажной фабрике и учился в вечерней школе. 
С 1975 по 1976 год – служба в армии. 
После службы обучался в Ленинградской духовной семинарии. 
В 1982 году в г. Яранске рукоположен в сан диакона, затем в Свято-Серафимовском соборе г. Кирова – в сан священника. 
С 1984 по 1987 служил настоятелем Богоявленского собора в Малмыже, с 11 ноября 1987 года - настоятелем Никольского собора в г. Вятские Поляны. 
 24 октября 2010 года погиб при пожаре жилого дома, принадлежащего Никольскому собору."
1,Малмыжский краеведческий музей
1,яшь тай ите сатыла 89274410155
1,"Кинотеатр PRODUCTION Апрель DIRECTOR Малмыж  ул. Чернышевского  3 8(83347)2-04-40 Расписание сеансов 6-12 января 1О,11января -Выходной Лицам, достигшим 18 лет обязательно наличие ОR кода Начало Продолж Допуск Цена билста за Цена билета за Цена билета по Название фильма фильма зрителя СД ед сеанса акции <Экономная НA (Будние Выходные фильм среда > ДнИ ) ДнИ ) 12- января 09:00 Снегурочка против всех 1:30 12+ 80 p. 8О p. 80_p: 10:40 Зверопой 2 3D 1:54 6+ 80 p. 80 p. LOO p: 13:00 Три богатыря и конь на 1:37 6+ 1ОО p. 120 p. LOOp: троне 15:00 Портрет незнакомца 1:40 16+ 120 p. 140 p. 1OO p: 17:00 Последний богатырь : 2:00 6+ 120 p. 140 p. 1OO p. Посланник Тьмы 19:15 Снегурочка против всех 1:30 12+ 160 p. 180 p. LOO p: 21:00 Чемпион мира 2:25 6+ 160 p. 180 p. 1OO p: СкиДки действуют на все дни кроме акции кЭкономнАя СРЕДАд и календарных Праздников KINOZALAPREL Для студентов и школьников 15%; День рождения 20%; Для ветеранов и инвалидов -20% !Скидки действуют при предъявлении соответствующих документов Бронирование билетов по тел.: 8(8ЗЗ47)2-04-40 Соц сети : vk comKkinozal aprel ; ok ru/kinozalaprel CAMERA SCENE DATE"
1,"Сегодня Понедельник, 10 Января 2022 года. Гороскоп:
  ♈ Овны.
        Вы ищете постоянства - физического и духовного. Сегодня откроется возможность, которую стоит изучить - и не мешкая!    
  ♉ Тельцы.
        Сегодня Вы готовы попустительствовать себе, детям, выходкам неприятных коллег. Так держать! Снисходительность всем пойдет на пользу.    
  ♊ Близнецы.
        Страшно хочется спрятать голову в песок, но этот конфликт надо встретить лицом к лицу. Постойте за себя. Это не так трудно, как кажется.    
  ♋ Раки.
        Как минимум один скептик сегодня примет Вашу сторону. Вы будете сильно удивлены таким поворотом, но не то чтобы не рады ему.    
  ♌ Львы.
        Большой важный проект почти закончен, но кажется, что это не на самом деле. Поднажмите и доведите дело до конца. После этого жизнь станет просто прекрасной.    
  ♍ Девы.
        Ваш настрой идеально подходит для поиска ответов на важные вопросы дня. На самом деле в идеале вообще стоит расслабиться и подумать о высоком. Результаты этих размышлений Вам еще пригодятся.    
  ♎ Весы.
        В отношениях с людьми возможны проблемы, но разглядите Вы их не сразу, а потом может быть уже поздно. Впрочем, если сохранять спокойствие, выход найдется.    
  ♏ Скорпионы.
        Хороший день, чтобы побыть порознь с важным для Вас человеком в случае трудностей. Для расставания не время, просто надо немного отдохнуть друг от друга.    
  ♐ Стрельцы.
        Хватит сущей мелочи, чтобы все пошло наперекосяк, потому будьте осторожнее с фактами и цифрами. Вы сможете подавить проблему в зародыше.    
  ♑ Козероги.
        Сегодня начните с главного; без прочного фундамента не обойтись. К счастью, даже в случае трудностей Вам хватит сил их успешно преодолеть.    
  ♒ Водолеи.
        В середине дня случится нечто, что захватит врасплох всех, включая и Вас. Едва ли это будет что-то плохое, но поначалу все равно будет некомфортно. Впрочем, Вы быстро привыкнете.    
  ♓ Рыбы. 
        Сегодня посвятите себя творчеству - и тогда не оступитесь. Не так уж много надо, чтобы восстановить силы. Даже прочесть шепотом импровизированный стишок - уже дело."
1,1 69 ^8 аl
1,"Новый год… Один из самых любимых наших праздников! Калининский СДК на новогодних праздниках для населения провели различные мероприятия: новогодние развлекательные программы, дискотеки для всех возрастов. 
 30-декабря состоялась театрализованная шоу-программа ""Трезвый Дед Мороз"". Зрители с интересом наблюдали за похождениями Деда Мороза, Снегурочки. Послушали выступления участников художественной самодеятельности, участвовали в розыгрыше призов. 
 31-декабря,1,6,7- января провели дискотеки для детей,подростков и для взрослых. На детской дискотеке 7-января ребята познакомились с традициями праздника Рождества Христова, танцевали и водили хороводы с Дед Морозом. 
 А впереди Старый новый год! Ждем вас, друзья, в Калининском СДК на празднование Старого Нового года 14 января в 20ч.!"
1,"Анон
Заметила что с возрастом (32года)стала обидчивой.Хотела спросить это у меня одной так.Или это с возрастом приходит.Не думайте я не бука какая-нибудь.Все у меня нормально, замужем.Но вот на подруг часто обижаться начала, родственников. Спасает только то что отходчивая.Пытаюсь бороться с этим явлением и проще смотреть на жизнь, но все равно с периодичностью на кого-то обижаюсь.У меня одной так или нет?"
1,"Картины Колотова
Шошма в разливе.
Больничный парк."
0,ЗДЕСь МоГлА Быть BAШA РЕКЛАМА
0,"Официальные курсы валют по ЦБ РФ на сегодня 
  Доллар США: 74.2926
  Евро: 84.0695"
0,"5000 5@00 993 Ял1 0 5000) Ррувлей TIbсяiч Unsiuib 062328 Iipiu'!= мунуя JS4| 1OОO РуБпей ууU+ 1002 ),7 а ^ 9 800"
1,"27.12.21г
Волонтеры техникума сходили в гости к детям с органичными возможностями здоровья и поздравили с Наступающим Новым годом"
1,Gi Uh Косы
0,"Поздравляем с Днем Рождения участников нашей группы!
  
  [id56382142|Диана Новикова], [id105358203|Венера Гайфутдинова], [id131741981|Тимур Березин], [id144225357|Алексей Алексеев], [id146537673|Руслан Галямов], [id154267317|Надежда Баширова], [id204311085|Евгений Пшеничников], [id270959291|Андрей Леонтьев], [id272309891|Эдуард Габдрахманов], [id384220881|Гильванова Суфия], [id445977686|Ирина Васильева], [id457233829|Суфия Гильванова], [id489947797|Илья Мочалов], [id525235601|Полина Жукова], [id547225778|Nikolozi Sakurashvili], [id566287847|Настёна Рябова], [id571274744|Антон Тарасов], [id571864531|Нина Подрезова], [id579039142|Максим Грибонив], [id595410012|Надежда Ворошилова], [id596787150|Зинаида Нехорошкова], [id606612054|Виктория Куликова], [id607015771|Виктория Шишкина], [id611994885|Шомиль Бахчисараев], [id612069342|Руслан Мурадов], [id616059094|Ержан Касимов], [id617647485|Инна Тельпис], [id617736112|Гильванова Суфия], [id637430159|Roman-Victoria Shishkins], [id682115042|Суфия Гильванова]"
0,1^4@_2|| курсовые юридические 9 0)6 01 CHE V# ПБETTTSЗE} TUCCкм Mлuin (
0,Здравствуйте. Продам 2 пауэр банка. Новые. Ваши близкие люди не будут без связи! Обращайтесь в л с или 89823828887.
0,; 3
1,Ледобур тонар
1,"Их за бутылку на базарах продают, Привязанных к заборам забывают И лишь они нас никогда не предают He предают не продают не пропивают"
1,"31.12.2021 Новогодняя концертная программа ,,Весело и дружно встретим Новый год,,"
1,ноВИМ годеки
0,Всем добрый вечер. Подскажите пожалуйста кто нибудь может сделать контрольную работу по экологии?
1,"Прямо не могу выносить парней, мужчин, которые считают за норму каждый день пригубить бутылочку, две, три... пива. Для меня это мерзкие тошнотики, неудачники и тд. 
И здрасьте вам, мой муж стал чуть ли не каждый день подбухивать. Меня это не устраивает, на что он отвечает, что это нормально, он же не в хлам. Сейчас очень много хороших мужчин спивается и я не хочу, чтоб это было и в нашей семье. Я не пью, у меня другие занятия. Я правильно питаюсь, слежу за фигурой и тд... 
Вот девочки, ну разве норма это, что мужик вечером под пивком?"
1,"Внимание! Выход на лёд запрещён! 

В связи с перепадами температур на водном объекте - пруд на р. Засора в г. Малмыже ( пруд у Молочного)  появились проталины.
Убедительная просьба к родителям - провести разъяснительную работу с детьми об опасности выхода на лёд и не оставлять детей без присмотра вблизи водного объекта."
1,"На оценку,анон., Из снега.
Немного получилось"
0,"Реклама в первом городском сообществе, пишите в ЛС группы"
1,"Всем Малмыжанам,доброе время суток🙏,вообщем хочу я вам рассказать ,а точнее наругать безответсвенных людей,сам я рождён и живён как говорится в Кирове,но сейчас не об этом,недавно совсем, где то в 9 часов дня я приехал у малмыж, в 11:30 дня,я решил навестить своего друга с Малмыжа который работает в шаурмечной ,но не суть .Я пока с ним говорил,понял,что много людей в Малмыже безответсвенные какие то..Сейчас я расскажу почему!
Примерно в 10:30 к нему зашла женщина лет 30-40 ,заказала 8 штук шаурмы.Они договорились,что примерно минут через 10-15 приходить забирать,т.к. друг быстро и в самом лучшем виде делает шаурму(проверено на мне).В итоге эта женщина не пришла вообще ,а решила отправить своего сына на сколько я понял ,на тот момент я уже ушёл,и только к 12:15 (заметьте в 10:30 она заказала) пришел паренёк лет 10 за этой шаурмой вместо неё,я на сколько понял,мой друг ,даже когда так люди поступают,предлагает присесть подождать,чай коые и тп предлагает попить пока ждут ,поговорит о том о сём,о здоровье интересуется,но не суть.Меня что больше поражает то!ОНИ ДЕЛАЮТ ШАУРМУ ПО НИЗКОЙ ЦЕНЕ.Их цены должны были вырости с 130 до 150 рублей и так каждый товар ,они и так еле держат бизнес, не повышают цены(хотя вы сами знаете ,что цены на продукты,газ и тп растут),но они не повышают в виду уважения людей!И даже после такой подлости,улыбаются и желают здоровья людям,дабы их не обидеть и не задеть!И у меня вопрос,почему люди так поступают?Да ,у них бывают дела,но!!!!Этот же человек тоже работает ,и я почему начал то эту тему,потому что даже ДЕНЕГ не берут сразу,а только после того как заказ заберут люди!А ведь есть люди,которые жалуются на цены!Приезжайте в Киров хотя бы!Тут цени ни чуть не ниже!Мне очень обидно как за друга,так и за тех людей в заведениях в Малмыже ,где делают заказ ,и не приходят и тп ,а потом внаглую на следующий день приходят как ни в чём не бывало!Вопрос,зачем так делать и не уважать чужой труд?Я почему то уверен,что и над таксистами бывают такие издевательства тут!Закажут такси и не едут,зачем так делать?Неужели нельзя стать отвественнее?Я очень надеюсь,что земляки начнут думать,что плохо,а что нет ,начнут УВАЖАТЬ чужой труд и наконец уже станут отвественными за свои поступки и дела!
Всем добра,спасибо тем,кто решился дочитать и понял эту ситуацию!"
1,Рождество в Малмыже!!
1,2022/01/07 16:16 лоB?
1,Кто может качественно поклеить 5 рулонов обоев сегодня?
0,Отдам котенков ласковые ко всему приучены отслежу сама Анон пожалуйста
1,Анрн .куплю планшет с батареей не менее 5000мач
1,Найден серебряный браслет
0,"Поздравляем с Днем Рождения участников нашей группы!
  
  [id132935155|Нина Лисакова], [id133761466|Мария Кряжевских], [id135585454|Руслан Сабирзянов], [id162489854|Юлия Гезь], [id193348546|Андрей Зубковски], [id227944477|Илья Богданов], [id274289910|Ильсияр Закирова], [id276082694|Ranil Garifullin], [id303239964|Марина Саенко], [id313722084|Александр Матвиенко], [id336560477|Валерия Королёва], [id407087430|Раниль Гарифуллин], [id469040935|Алина Полякова], [id506672894|Кристина Сизова], [id528808753|Самая Милая], [id544460919|Дима Ковальчук], [id558226918|Алина Данилова], [id563523495|Emin Gasimov], [id575352986|Кристина Сизова], [id578745959|Ирина Сафонова], [id587011215|Анастасия Исаева], [id592249500|Наталья Миронова], [id601001126|Раис Муллагалиев], [id611861351|Анна Титова], [id621733374|Вера Орлова], [id622077261|Ксения Полякова], [id622185785|Saudazim Sodiqov], [id625408501|Alena Zhilinskaya], [id630350979|Мария Тихомирова], [id633468362|Алла Филиппова]"
1,Руслан 805000310008
1,Поход в музей. г.Малмыж👍🏻
1,"Снимет квартиру семейная пара на длительный срок, Малмыж можно ещё Верхнее РМЗ."
1,Люди!? ну неужели так тяжело завязать мешок с мусором и положить в контейнер? По всей улице летает этот мусор. Были бы крышки на контейнерах и собаки не вытаскивали.
1,TБ)
1,"Продаю аквариумных рыбок собственного разведения, изготовление аквариумов по вашим размерам!!! Тел 8-953-692-62-09"
1,Продам динамики 16 см 1000рублей
1,"Районный Центр культуры и досуга ПРиглАШAет BCEX 16+ 14 января Ha новогодний мюзикл для взрослых ""СКАЗКИ ШАХЕРЕзАдь"" Bac ждет встреча с жарким Дедом Морозом , обворожительной Снегурочкой_ экстравагантным султаном и другими персонажами . Яркие впечатления C вами останутся на долго!!! НАЧАЛО : 18.00 Ч. Цена билета : 1БО p."
1,"Внимание⚠ Заключительный сеанс❗

В СРЕДУ, 12 января заканчивается прокат одной из самых кассовых кинолент современного отечественного кинематографа ""Последний Богатырь: Посланник Тьмы""! 
Спешите приобрести билеты!

☎Касса/бронирование билетов: (83347)2-04-40
#kinozal_Aprel #malmyz"
1,bisniy посаеаний Борарь Тосманник Тьмы B кино С 23 AЕKAБРя 80 Cbtrtan0n 6+ tsn89 Paсскя[il
1,"Расписание киносеансов на 13 - 19 января🎬

❗❗❗Для лиц, достигших 18 лет при входе в зал - обязательно наличие QR-кода о пройденной профилактической прививке от CovID-19 или перенесённом заболевании!

❗ПН, ВТ - выходные дни
В расписании могут возникнуть изменения - просьба внимательно ознакомиться с актуальным расписанием перед посещением кинозала!

!!!АКЦИЯ!!!!!
На все дни кроме акции ""Экономная среда"" и календарных праздников у нас действуют СКИДКИ:
✅Для студентов и школьников - 15%
✅День рождения - 20%
✅Для ветеранов и инвалидов - 20%
!!!СКИДКИ ДЕЙСТВУЮТ ПРИ ПРЕДЪЯВЛЕНИИ СООТВЕТСТВУЮЩИХ ДОКУМЕНТОВ!!!
Напоминаем, что каждую неделю у нас проходит акция ""Экономная среда"", а это значит, что в среду вы сможете попасть в кино всего за 100 рублей!💯

☎Касса/бронирование билетов: (83347)2-04-40
#kinozal_Aprel #malmyz"
1,"Кинотеатр PRODUCTION Апрель DIRECTOR Малмыж  ул. Чернышевского  3 8(83347)2-04-40 Расписание сеансов 13 19 января 17, 18 января -Выходной Лицам, достигшим 18 лет обязательно наличие ОК кода Начало Продолж Допуск Цена билста за Цена билсета за Цена билета по Название фильма фильма зригепя еД еД сеанса H акции кЭкономная фильм (Будние Выходные среда > ДнИ ) ДнИ ) 19 января 09:00 Три богатыря иконь на 1:37 6+ 8О p. 80 p. 80_p: троне 11:00 Снегурочка против всех 1:30 12+ 1О0 p. 120 p. LOO_p: 12:40 King's Man: Начало 2:11 18+ 1ОО p. 120 p. LOOp. 15:00 Чемпион мира 2:25 6+ 120 p. 140 p. LOO p 17:45 King's Man: Начало 2:11 18+ 120 p. 140 p LOO_p: 20:10 Крик 2:00 18+ 160 p. 180 p. lOO p: 22:30 Снегурочка против всех 1:30 12+ 140 p. 160 p. LOO_p: СкиДки действуют на все дни кроме акции кЭкОномНАя СРЕДА> и календарных ПрАздников KINOZALAPREL Для студентов и школьников 15%; День рождения 20%; Для ветеранов и инвалидов -20% !Скидки действуют при предъявлении соответствующих документов Бронирование билетов по тел.: 8(8ЗЗ47)2-04-40 Соц сети : vkcom Kkinozal aprel ; ok ruKkinozalaprel CAMERA SCENE DATE"
1,"Печь должна быть испрaвна!
#МЧС #МЧСРоссии #МЧСКиров

Печное отопление, если за ним не следить, может создать не мало проблем. Нужно помнить всегда, что печь - объект повышенной пожарной опасности. 
 
Практически каждый день в области происходят «печные» пожары, при которых наносится значительный материальный ущерб, гибнут люди. 

Поэтому Главное управление МЧС России по Кировской области еще раз обращает внимание граждан: все печи должны быть отремонтированы и тщательно проверены. Помните - последствия пожара несопоставимы с расходами на ремонт вашего «домашнего очага». 

 При эксплуатации печей запрещается: 
 
- оставлять без присмотра топящиеся печи; 
 
- топить углем, коксом, газом печи, не предназначенные для этих видов топлива; 
 
- применять для розжига печей бензин, керосин, дизельное топливо и другие легковоспламеняющиеся и горючие жидкости; 
 
- использовать дрова, превышающие размер топки печи; 
 
- использовать вентиляционные и газовые каналы в качестве дымоходов; 
 
- использовать печи без противопожарной разделки."
1,"#реальныедела43
МЕЧТА ДЕТЕЙ СБЫЛАСЬ 
❗В кировской области прошла всероссийская акция ""Елка желаний"", старт которой 21 декабря дал президент РФ В.В.Путин.
В конце года руководитель Кировского регионального комитета партии ""Единая Россия"" Р.Ю.Зяблых исполнил желание детей из малмыжской многодетной семьи Кунаевых, в которой воспитываются восемь детей в возрасте от полугода до 13 лет.

❗Вручение подарков состоялось в гостеприимном зале Малмыжского отдела социального обслуживания населения.

❗Детям и их родителям вручили планшет и комплекты одежды с логотипами партии."
1,"НОВОГОДНЯЯ ГОСТИНАЯ
- так назывался смотр-конкурс на лучшее оформление новогодней фотозоны, который организовали в детском саду №4 «Сказка» г.Малмыжа накануне всеми любимого праздника. 
❗В мероприятии участвовали дети, их родители и педагоги всех возрастных групп образовательного учреждения.
❗На протяжении трех недель шла плодотворная работа по оформлению фотозон к празднику. В социальных сетях велась активная переписка педагогов и родителей, ведь участие в конкурсе – дело серьезное, нужно придумать идею, приготовить необходимые атрибуты и только потом оформить все в одно целое. Мамы и папы, бабушки и дедушки, педагоги и дети, младшие воспитатели и помощники в лице старшего воспитателя Н.А.Блиновой, логопеда З.Р.Ахмадеевой и музыкального руководителя В.П.Феоктистовой думали, мастерили и претворяли в жизнь свои идеи. 
❗В результате, в каждой группе появился сказочный уголок, который притягивает воспитанников своей красотой и волшебством...
Подробности читайте в нашей газете."
1,оком! ооновым
1,"🎻 Благодаря национальному проекту «Культура» и проекту «Культура Малой Родины» в Кировской области преображаются сельские дома культуры, музеи, открываются модельные библиотеки и кинозалы в районах области.

В 2021 году мы провели капитальный ремонт в домах культуры в деревне Московская Афанасьевского района, селах Никулята и Кугушера Яранского района, селе Лудяна Нолинского района, завершилось строительство многофункционального культурно-досугового центра в поселке Афанасьево. В 2022 году будет построен сельский Дом культуры в поселке Соколовка Зуевского района.

Не остаются без внимания и детские школы искусств. Капитально отремонтировали школы искусств в Яранске, Малмыже и Слободском, а также открыли 3 виртуальных концертных зала в детских школах искусств городов Кирс, Белая Холуница и Зуевка. Наконец мы открыли 8 модельных библиотек в Котельничском, Мурашинском, Малмыжском, Верхнекамском районах. В 2022 году эта работа продолжится и в регионе будут созданы еще 5 современных библиотечных пространств."
